Time,Ampl
0.21383969,-17.933
0.21384469,-16.6047
0.21384969,-17.2689
0.21385469,-17.2689
0.21385969,-17.2689
0.21386469,-16.6047
0.21386969,-17.2689
0.21387469,-16.6047
0.21387969,-17.933
0.21388469,-16.6047
0.21388969,-16.6047
0.21389469,-16.6047
0.21389969,-16.6047
0.21390469,-16.6047
0.21390969,-16.6047
0.21391469,-15.9405
0.21391969,-15.9405
0.21392469,-16.6047
0.21392969,-16.6047
0.21393469,-15.9405
0.21393969,-16.6047
0.21394469,-15.9405
0.21394969,-15.9405
0.21395469,-15.9405
0.21395969,-16.6047
0.21396469,-15.9405
0.21396969,-16.6047
0.21397469,-15.9405
0.21397969,-15.9405
0.21398469,-15.2763
0.21398969,-15.9405
0.21399469,-15.2763
0.21399969,-15.2763
0.21400469,-15.2763
0.21400969,-15.9405
0.21401469,-15.2763
0.21401969,-15.2763
0.21402469,-15.2763
0.21402969,-15.9405
0.21403469,-15.2763
0.21403969,-15.9405
0.21404469,-15.9405
0.21404969,-15.2763
0.21405469,-15.9405
0.21405969,-15.2763
0.21406469,-15.2763
0.21406969,-15.2763
0.21407469,-14.6121
0.21407969,-14.6121
0.21408469,-14.6121
0.21408969,-13.9479
0.21409469,-14.6121
0.21409969,-14.6121
0.21410469,-14.6121
0.21410969,-13.9479
0.21411469,-13.9479
0.21411969,-15.2763
0.21412469,-15.2763
0.21412969,-14.6121
0.21413469,-14.6121
0.21413969,-13.9479
0.21414469,-13.9479
0.21414969,-15.2763
0.21415469,-14.6121
0.21415969,-13.9479
0.21416469,-13.9479
0.21416969,-13.9479
0.21417469,-13.9479
0.21417969,-13.9479
0.21418469,-13.9479
0.21418969,-13.9479
0.21419469,-13.9479
0.21419969,-13.9479
0.21420469,-13.2837
0.21420969,-13.9479
0.21421469,-13.2837
0.21421969,-13.9479
0.21422469,-13.2837
0.21422969,-13.9479
0.21423469,-12.6196
0.21423969,-13.2837
0.21424469,-13.9479
0.21424969,-12.6196
0.21425469,-13.2837
0.21425969,-13.2837
0.21426469,-13.2837
0.21426969,-13.2837
0.21427469,-12.6196
0.21427969,-11.9554
0.21428469,-12.6196
0.21428969,-13.2837
0.21429469,-12.6196
0.21429969,-12.6196
0.21430469,-12.6196
0.21430969,-13.2837
0.21431469,-13.2837
0.21431969,-13.2837
0.21432469,-12.6196
0.21432969,-12.6196
0.21433469,-12.6196
0.21433969,-11.2912
0.21434469,-12.6196
0.21434969,-11.2912
0.21435469,-11.9554
0.21435969,-12.6196
0.21436469,-11.9554
0.21436969,-12.6196
0.21437469,-11.9554
0.21437969,-11.2912
0.21438469,-11.2912
0.21438969,-12.6196
0.21439469,-11.9554
0.21439969,-11.2912
0.21440469,-11.9554
0.21440969,-11.9554
0.21441469,-11.9554
0.21441969,-10.627
0.21442469,-11.9554
0.21442969,-11.2912
0.21443469,-11.2912
0.21443969,-11.2912
0.21444469,-11.9554
0.21444969,-11.2912
0.21445469,-11.2912
0.21445969,-11.2912
0.21446469,-10.627
0.21446969,-11.2912
0.21447469,-10.627
0.21447969,-10.627
0.21448469,-11.2912
0.21448969,-10.627
0.21449469,-10.627
0.21449969,-10.627
0.21450469,-10.627
0.21450969,-11.2912
0.21451469,-10.627
0.21451969,-10.627
0.21452469,-11.9554
0.21452969,-9.96281
0.21453469,-10.627
0.21453969,-11.9554
0.21454469,-9.96281
0.21454969,-11.2912
0.21455469,-10.627
0.21455969,-9.96281
0.21456469,-9.96281
0.21456969,-9.96281
0.21457469,-10.627
0.21457969,-9.96281
0.21458469,-10.627
0.21458969,-9.96281
0.21459469,-9.96281
0.21459969,-9.96281
0.21460469,-9.96281
0.21460969,-9.96281
0.21461469,-9.29862
0.21461969,-9.96281
0.21462469,-9.29862
0.21462969,-9.29862
0.21463469,-8.63443
0.21463969,-9.29862
0.21464469,-8.63443
0.21464969,-9.29862
0.21465469,-9.29862
0.21465969,-8.63443
0.21466469,-9.29862
0.21466969,-9.29862
0.21467469,-8.63443
0.21467969,-9.29862
0.21468469,-8.63443
0.21468969,-8.63443
0.21469469,-8.63443
0.21469969,-8.63443
0.21470469,-8.63443
0.21470969,-8.63443
0.21471469,-8.63443
0.21471969,-8.63443
0.21472469,-7.97024
0.21472969,-8.63443
0.21473469,-8.63443
0.21473969,-7.97024
0.21474469,-8.63443
0.21474969,-8.63443
0.21475469,-7.97024
0.21475969,-8.63443
0.21476469,-7.30606
0.21476969,-8.63443
0.21477469,-7.97024
0.21477969,-8.63443
0.21478469,-7.97024
0.21478969,-8.63443
0.21479469,-7.97024
0.21479969,-7.97024
0.21480469,-7.30606
0.21480969,-7.30606
0.21481469,-7.97024
0.21481969,-7.30606
0.21482469,-7.30606
0.21482969,-7.30606
0.21483469,-7.30606
0.21483969,-7.97024
0.21484469,-7.30606
0.21484969,-7.97024
0.21485469,-7.30606
0.21485969,-7.30606
0.21486469,-7.30606
0.21486969,-7.30606
0.21487469,-6.64187
0.21487969,-6.64187
0.21488469,-6.64187
0.21488969,-7.30606
0.21489469,-6.64187
0.21489969,-7.30606
0.21490469,-7.30606
0.21490969,-6.64187
0.21491469,-5.97768
0.21491969,-7.30606
0.21492469,-5.97768
0.21492969,-7.30606
0.21493469,-5.97768
0.21493969,-5.97768
0.21494469,-5.97768
0.21494969,-5.97768
0.21495469,-6.64187
0.21495969,-6.64187
0.21496469,-5.97768
0.21496969,-5.97768
0.21497469,-5.3135
0.21497969,-5.3135
0.21498469,-4.64931
0.21498969,-5.97768
0.21499469,-5.3135
0.21499969,-6.64187
0.21500469,-5.3135
0.21500969,-5.3135
0.21501469,-5.3135
0.21501969,-5.3135
0.21502469,-4.64931
0.21502969,-5.97768
0.21503469,-4.64931
0.21503969,-5.3135
0.21504469,-5.3135
0.21504969,-4.64931
0.21505469,-5.3135
0.21505969,-5.3135
0.21506469,-4.64931
0.21506969,-5.3135
0.21507469,-5.3135
0.21507969,-5.3135
0.21508469,-4.64931
0.21508969,-5.97768
0.21509469,-3.98512
0.21509969,-4.64931
0.21510469,-4.64931
0.21510969,-5.3135
0.21511469,-3.98512
0.21511969,-4.64931
0.21512469,-3.98512
0.21512969,-5.3135
0.21513469,-3.32094
0.21513969,-4.64931
0.21514469,-3.98512
0.21514969,-4.64931
0.21515469,-3.98512
0.21515969,-4.64931
0.21516469,-3.98512
0.21516969,-3.98512
0.21517469,-3.32094
0.21517969,-3.98512
0.21518469,-3.98512
0.21518969,-4.64931
0.21519469,-3.32094
0.21519969,-3.98512
0.21520469,-3.32094
0.21520969,-3.98512
0.21521469,-3.32094
0.21521969,-3.32094
0.21522469,-3.32094
0.21522969,-3.32094
0.21523469,-3.32094
0.21523969,-3.32094
0.21524469,-3.32094
0.21524969,-3.98512
0.21525469,-2.65675
0.21525969,-2.65675
0.21526469,-3.98512
0.21526969,-3.98512
0.21527469,-2.65675
0.21527969,-2.65675
0.21528469,-3.32094
0.21528969,-1.99256
0.21529469,-1.99256
0.21529969,-2.65675
0.21530469,-1.99256
0.21530969,-2.65675
0.21531469,-2.65675
0.21531969,-1.99256
0.21532469,-1.99256
0.21532969,-2.65675
0.21533469,-1.99256
0.21533969,-1.99256
0.21534469,-2.65675
0.21534969,-2.65675
0.21535469,-1.99256
0.21535969,-1.99256
0.21536469,-1.99256
0.21536969,-1.99256
0.21537469,-1.99256
0.21537969,-1.99256
0.21538469,-1.32837
0.21538969,-1.32837
0.21539469,-1.32837
0.21539969,-1.32837
0.21540469,-1.99256
0.21540969,-1.32837
0.21541469,-1.32837
0.21541969,-1.32837
0.21542469,-1.32837
0.21542969,-1.32837
0.21543469,0
0.21543969,-0.664187
0.21544469,-1.32837
0.21544969,-0.664187
0.21545469,-0.664187
0.21545969,-0.664187
0.21546469,-0.664187
0.21546969,0
0.21547469,-0.664187
0.21547969,-0.664187
0.21548469,-1.32837
0.21548969,-0.664187
0.21549469,-0.664187
0.21549969,-1.32837
0.21550469,-0.664187
0.21550969,0
0.21551469,-0.664187
0.21551969,0
0.21552469,0
0.21552969,-0.664187
0.21553469,0.664187
0.21553969,-0.664187
0.21554469,0
0.21554969,0
0.21555469,-0.664187
0.21555969,0.664187
0.21556469,0.664187
0.21556969,0.664187
0.21557469,0.664187
0.21557969,0.664187
0.21558469,-0.664187
0.21558969,0.664187
0.21559469,0.664187
0.21559969,0.664187
0.21560469,0.664187
0.21560969,0.664187
0.21561469,0.664187
0.21561969,0.664187
0.21562469,0
0.21562969,0.664187
0.21563469,1.32837
0.21563969,1.32837
0.21564469,0.664187
0.21564969,0.664187
0.21565469,1.32837
0.21565969,0.664187
0.21566469,1.32837
0.21566969,0.664187
0.21567469,1.32837
0.21567969,1.32837
0.21568469,0.664187
0.21568969,1.99256
0.21569469,0.664187
0.21569969,1.99256
0.21570469,1.99256
0.21570969,2.65675
0.21571469,1.99256
0.21571969,1.99256
0.21572469,1.99256
0.21572969,1.99256
0.21573469,1.99256
0.21573969,3.32094
0.21574469,1.99256
0.21574969,1.99256
0.21575469,3.32094
0.21575969,2.65675
0.21576469,1.99256
0.21576969,1.99256
0.21577469,1.99256
0.21577969,2.65675
0.21578469,2.65675
0.21578969,3.32094
0.21579469,3.32094
0.21579969,3.98512
0.21580469,1.99256
0.21580969,3.32094
0.21581469,2.65675
0.21581969,3.32094
0.21582469,2.65675
0.21582969,3.32094
0.21583469,3.32094
0.21583969,2.65675
0.21584469,3.32094
0.21584969,3.32094
0.21585469,3.32094
0.21585969,3.98512
0.21586469,3.32094
0.21586969,3.98512
0.21587469,3.98512
0.21587969,2.65675
0.21588469,3.32094
0.21588969,3.32094
0.21589469,3.32094
0.21589969,3.98512
0.21590469,3.98512
0.21590969,4.64931
0.21591469,3.98512
0.21591969,3.32094
0.21592469,4.64931
0.21592969,4.64931
0.21593469,3.98512
0.21593969,4.64931
0.21594469,4.64931
0.21594969,5.3135
0.21595469,3.98512
0.21595969,4.64931
0.21596469,3.32094
0.21596969,4.64931
0.21597469,3.98512
0.21597969,4.64931
0.21598469,4.64931
0.21598969,5.3135
0.21599469,5.3135
0.21599969,5.3135
0.21600469,4.64931
0.21600969,5.3135
0.21601469,3.98512
0.21601969,4.64931
0.21602469,5.3135
0.21602969,4.64931
0.21603469,5.97768
0.21603969,5.97768
0.21604469,4.64931
0.21604969,4.64931
0.21605469,5.97768
0.21605969,5.97768
0.21606469,5.3135
0.21606969,4.64931
0.21607469,5.97768
0.21607969,5.97768
0.21608469,4.64931
0.21608969,5.97768
0.21609469,5.3135
0.21609969,5.97768
0.21610469,5.97768
0.21610969,5.97768
0.21611469,5.97768
0.21611969,5.97768
0.21612469,6.64187
0.21612969,5.97768
0.21613469,5.97768
0.21613969,5.97768
0.21614469,5.97768
0.21614969,5.97768
0.21615469,7.30606
0.21615969,7.30606
0.21616469,5.97768
0.21616969,6.64187
0.21617469,7.30606
0.21617969,5.97768
0.21618469,6.64187
0.21618969,6.64187
0.21619469,7.30606
0.21619969,5.97768
0.21620469,7.30606
0.21620969,7.30606
0.21621469,7.97024
0.21621969,6.64187
0.21622469,7.30606
0.21622969,7.30606
0.21623469,7.30606
0.21623969,6.64187
0.21624469,7.30606
0.21624969,7.30606
0.21625469,7.30606
0.21625969,7.30606
0.21626469,7.30606
0.21626969,7.30606
0.21627469,7.97024
0.21627969,7.30606
0.21628469,7.30606
0.21628969,7.30606
0.21629469,7.97024
0.21629969,7.97024
0.21630469,7.30606
0.21630969,7.30606
0.21631469,8.63443
0.21631969,7.97024
0.21632469,7.97024
0.21632969,7.97024
0.21633469,8.63443
0.21633969,7.97024
0.21634469,8.63443
0.21634969,7.97024
0.21635469,9.29862
0.21635969,8.63443
0.21636469,7.97024
0.21636969,7.97024
0.21637469,9.29862
0.21637969,8.63443
0.21638469,9.29862
0.21638969,7.97024
0.21639469,7.97024
0.21639969,8.63443
0.21640469,9.96281
0.21640969,8.63443
0.21641469,9.96281
0.21641969,8.63443
0.21642469,9.96281
0.21642969,8.63443
0.21643469,9.96281
0.21643969,8.63443
0.21644469,9.96281
0.21644969,9.29862
0.21645469,9.96281
0.21645969,9.29862
0.21646469,10.627
0.21646969,9.96281
0.21647469,10.627
0.21647969,9.29862
0.21648469,10.627
0.21648969,9.29862
0.21649469,10.627
0.21649969,9.96281
0.21650469,9.29862
0.21650969,9.29862
0.21651469,9.96281
0.21651969,9.96281
0.21652469,9.96281
0.21652969,10.627
0.21653469,9.96281
0.21653969,9.29862
0.21654469,9.96281
0.21654969,9.96281
0.21655469,10.627
0.21655969,9.96281
0.21656469,10.627
0.21656969,11.2912
0.21657469,11.2912
0.21657969,9.96281
0.21658469,10.627
0.21658969,11.2912
0.21659469,10.627
0.21659969,10.627
0.21660469,11.9554
0.21660969,9.96281
0.21661469,11.2912
0.21661969,11.2912
0.21662469,11.2912
0.21662969,11.2912
0.21663469,12.6196
0.21663969,11.2912
0.21664469,11.2912
0.21664969,11.2912
0.21665469,11.2912
0.21665969,10.627
0.21666469,11.9554
0.21666969,11.2912
0.21667469,11.2912
0.21667969,11.9554
0.21668469,11.9554
0.21668969,11.2912
0.21669469,12.6196
0.21669969,11.9554
0.21670469,12.6196
0.21670969,11.9554
0.21671469,11.9554
0.21671969,12.6196
0.21672469,12.6196
0.21672969,11.9554
0.21673469,12.6196
0.21673969,11.9554
0.21674469,13.2837
0.21674969,12.6196
0.21675469,11.9554
0.21675969,11.9554
0.21676469,12.6196
0.21676969,12.6196
0.21677469,13.2837
0.21677969,13.2837
0.21678469,12.6196
0.21678969,12.6196
0.21679469,13.2837
0.21679969,12.6196
0.21680469,13.2837
0.21680969,12.6196
0.21681469,13.2837
0.21681969,13.2837
0.21682469,13.9479
0.21682969,13.9479
0.21683469,14.6121
0.21683969,13.2837
0.21684469,13.2837
0.21684969,13.2837
0.21685469,14.6121
0.21685969,13.2837
0.21686469,14.6121
0.21686969,13.2837
0.21687469,14.6121
0.21687969,13.2837
0.21688469,13.9479
0.21688969,13.2837
0.21689469,13.9479
0.21689969,13.9479
0.21690469,13.9479
0.21690969,13.9479
0.21691469,14.6121
0.21691969,13.2837
0.21692469,14.6121
0.21692969,13.9479
0.21693469,13.9479
0.21693969,13.9479
0.21694469,13.9479
0.21694969,14.6121
0.21695469,14.6121
0.21695969,13.9479
0.21696469,14.6121
0.21696969,14.6121
0.21697469,15.9405
0.21697969,13.9479
0.21698469,14.6121
0.21698969,13.9479
0.21699469,14.6121
0.21699969,14.6121
0.21700469,15.2763
0.21700969,14.6121
0.21701469,15.9405
0.21701969,14.6121
0.21702469,15.2763
0.21702969,14.6121
0.21703469,15.2763
0.21703969,15.2763
0.21704469,15.9405
0.21704969,15.9405
0.21705469,15.9405
0.21705969,14.6121
0.21706469,15.9405
0.21706969,14.6121
0.21707469,15.9405
0.21707969,15.9405
0.21708469,16.6047
0.21708969,14.6121
0.21709469,15.9405
0.21709969,15.2763
0.21710469,15.2763
0.21710969,15.9405
0.21711469,15.9405
0.21711969,15.9405
0.21712469,15.2763
0.21712969,15.9405
0.21713469,15.2763
0.21713969,15.9405
0.21714469,15.9405
0.21714969,16.6047
0.21715469,16.6047
0.21715969,15.9405
0.21716469,16.6047
0.21716969,15.9405
0.21717469,17.2689
0.21717969,16.6047
0.21718469,16.6047
0.21718969,17.2689
0.21719469,15.9405
0.21719969,16.6047
0.21720469,16.6047
0.21720969,16.6047
0.21721469,17.2689
0.21721969,16.6047
0.21722469,16.6047
0.21722969,16.6047
0.21723469,17.933
0.21723969,17.933
0.21724469,17.2689
0.21724969,17.2689
0.21725469,17.2689
0.21725969,17.2689
0.21726469,17.2689
0.21726969,17.2689
0.21727469,17.933
0.21727969,17.2689
0.21728469,17.933
0.21728969,16.6047
0.21729469,17.2689
0.21729969,17.2689
0.21730469,17.933
0.21730969,16.6047
0.21731469,17.933
0.21731969,16.6047
0.21732469,17.933
0.21732969,17.2689
0.21733469,17.933
0.21733969,17.2689
0.21734469,18.5972
0.21734969,17.2689
0.21735469,17.933
0.21735969,18.5972
0.21736469,17.933
0.21736969,17.933
0.21737469,18.5972
0.21737969,18.5972
0.21738469,18.5972
0.21738969,17.933
0.21739469,17.933
0.21739969,18.5972
0.21740469,18.5972
0.21740969,17.933
0.21741469,18.5972
0.21741969,19.2614
0.21742469,19.2614
0.21742969,17.933
0.21743469,19.2614
0.21743969,17.933
0.21744469,19.2614
0.21744969,19.2614
0.21745469,19.2614
0.21745969,19.2614
0.21746469,19.2614
0.21746969,19.9256
0.21747469,19.2614
0.21747969,18.5972
0.21748469,18.5972
0.21748969,19.2614
0.21749469,19.9256
0.21749969,19.2614
0.21750469,19.9256
0.21750969,19.2614
0.21751469,19.9256
0.21751969,19.9256
0.21752469,19.9256
0.21752969,18.5972
0.21753469,19.9256
0.21753969,19.2614
0.21754469,19.9256
0.21754969,19.2614
0.21755469,20.5898
0.21755969,19.2614
0.21756469,19.9256
0.21756969,19.9256
0.21757469,19.2614
0.21757969,19.2614
0.21758469,20.5898
0.21758969,20.5898
0.21759469,19.9256
0.21759969,19.2614
0.21760469,19.9256
0.21760969,19.9256
0.21761469,20.5898
0.21761969,19.2614
0.21762469,19.9256
0.21762969,19.9256
0.21763469,20.5898
0.21763969,19.9256
0.21764469,20.5898
0.21764969,20.5898
0.21765469,20.5898
0.21765969,19.9256
0.21766469,20.5898
0.21766969,20.5898
0.21767469,20.5898
0.21767969,20.5898
0.21768469,20.5898
0.21768969,21.254
0.21769469,21.9182
0.21769969,19.9256
0.21770469,20.5898
0.21770969,20.5898
0.21771469,20.5898
0.21771969,19.9256
0.21772469,20.5898
0.21772969,20.5898
0.21773469,21.9182
0.21773969,20.5898
0.21774469,20.5898
0.21774969,21.254
0.21775469,21.9182
0.21775969,21.254
0.21776469,21.9182
0.21776969,21.254
0.21777469,23.2465
0.21777969,21.254
0.21778469,21.9182
0.21778969,21.9182
0.21779469,21.9182
0.21779969,21.9182
0.21780469,23.2465
0.21780969,21.254
0.21781469,21.9182
0.21781969,21.9182
0.21782469,22.5824
0.21782969,20.5898
0.21783469,23.2465
0.21783969,21.9182
0.21784469,23.2465
0.21784969,21.9182
0.21785469,22.5824
0.21785969,21.9182
0.21786469,21.9182
0.21786969,21.9182
0.21787469,23.2465
0.21787969,21.9182
0.21788469,22.5824
0.21788969,22.5824
0.21789469,21.9182
0.21789969,21.9182
0.21790469,21.254
0.21790969,22.5824
0.21791469,21.9182
0.21791969,23.2465
0.21792469,22.5824
0.21792969,21.9182
0.21793469,23.2465
0.21793969,21.9182
0.21794469,23.2465
0.21794969,21.9182
0.21795469,23.2465
0.21795969,23.2465
0.21796469,23.2465
0.21796969,22.5824
0.21797469,22.5824
0.21797969,22.5824
0.21798469,23.2465
0.21798969,23.2465
0.21799469,23.9107
0.21799969,21.9182
0.21800469,23.2465
0.21800969,23.2465
0.21801469,24.5749
0.21801969,22.5824
0.21802469,23.2465
0.21802969,23.2465
0.21803469,23.2465
0.21803969,22.5824
0.21804469,22.5824
0.21804969,23.2465
0.21805469,23.9107
0.21805969,23.2465
0.21806469,23.2465
0.21806969,22.5824
0.21807469,24.5749
0.21807969,23.2465
0.21808469,24.5749
0.21808969,23.2465
0.21809469,23.9107
0.21809969,23.2465
0.21810469,24.5749
0.21810969,23.2465
0.21811469,24.5749
0.21811969,23.2465
0.21812469,24.5749
0.21812969,23.2465
0.21813469,24.5749
0.21813969,24.5749
0.21814469,24.5749
0.21814969,23.2465
0.21815469,24.5749
0.21815969,23.9107
0.21816469,24.5749
0.21816969,23.9107
0.21817469,24.5749
0.21817969,24.5749
0.21818469,24.5749
0.21818969,23.9107
0.21819469,24.5749
0.21819969,24.5749
0.21820469,24.5749
0.21820969,24.5749
0.21821469,25.2391
0.21821969,23.2465
0.21822469,24.5749
0.21822969,24.5749
0.21823469,23.9107
0.21823969,24.5749
0.21824469,24.5749
0.21824969,23.9107
0.21825469,24.5749
0.21825969,23.9107
0.21826469,25.2391
0.21826969,25.2391
0.21827469,25.2391
0.21827969,24.5749
0.21828469,25.9033
0.21828969,24.5749
0.21829469,25.9033
0.21829969,24.5749
0.21830469,25.2391
0.21830969,25.9033
0.21831469,25.9033
0.21831969,25.2391
0.21832469,26.5675
0.21832969,24.5749
0.21833469,24.5749
0.21833969,25.2391
0.21834469,25.2391
0.21834969,24.5749
0.21835469,25.2391
0.21835969,24.5749
0.21836469,25.9033
0.21836969,25.9033
0.21837469,25.9033
0.21837969,25.9033
0.21838469,25.9033
0.21838969,25.2391
0.21839469,25.2391
0.21839969,25.9033
0.21840469,25.9033
0.21840969,25.2391
0.21841469,25.2391
0.21841969,25.9033
0.21842469,25.9033
0.21842969,25.2391
0.21843469,25.2391
0.21843969,24.5749
0.21844469,25.2391
0.21844969,25.2391
0.21845469,24.5749
0.21845969,25.2391
0.21846469,25.9033
0.21846969,25.2391
0.21847469,26.5675
0.21847969,26.5675
0.21848469,25.9033
0.21848969,25.9033
0.21849469,25.9033
0.21849969,26.5675
0.21850469,25.9033
0.21850969,26.5675
0.21851469,25.9033
0.21851969,27.2317
0.21852469,26.5675
0.21852969,25.9033
0.21853469,26.5675
0.21853969,25.9033
0.21854469,26.5675
0.21854969,25.9033
0.21855469,26.5675
0.21855969,26.5675
0.21856469,27.2317
0.21856969,26.5675
0.21857469,25.9033
0.21857969,25.9033
0.21858469,27.2317
0.21858969,25.9033
0.21859469,27.2317
0.21859969,26.5675
0.21860469,26.5675
0.21860969,26.5675
0.21861469,27.2317
0.21861969,27.2317
0.21862469,26.5675
0.21862969,26.5675
0.21863469,27.2317
0.21863969,26.5675
0.21864469,27.2317
0.21864969,26.5675
0.21865469,27.2317
0.21865969,25.9033
0.21866469,27.2317
0.21866969,26.5675
0.21867469,26.5675
0.21867969,25.9033
0.21868469,26.5675
0.21868969,27.2317
0.21869469,27.2317
0.21869969,26.5675
0.21870469,26.5675
0.21870969,26.5675
0.21871469,27.2317
0.21871969,26.5675
0.21872469,27.2317
0.21872969,27.2317
0.21873469,27.2317
0.21873969,25.9033
0.21874469,27.8959
0.21874969,27.2317
0.21875469,27.2317
0.21875969,27.2317
0.21876469,26.5675
0.21876969,27.2317
0.21877469,27.2317
0.21877969,27.2317
0.21878469,27.2317
0.21878969,26.5675
0.21879469,27.2317
0.21879969,26.5675
0.21880469,27.2317
0.21880969,27.2317
0.21881469,27.8959
0.21881969,27.2317
0.21882469,27.2317
0.21882969,27.8959
0.21883469,27.8959
0.21883969,27.8959
0.21884469,27.8959
0.21884969,27.8959
0.21885469,27.8959
0.21885969,26.5675
0.21886469,27.8959
0.21886969,27.2317
0.21887469,27.2317
0.21887969,27.8959
0.21888469,27.2317
0.21888969,27.2317
0.21889469,27.2317
0.21889969,27.8959
0.21890469,27.8959
0.21890969,27.2317
0.21891469,28.56
0.21891969,27.2317
0.21892469,27.8959
0.21892969,27.8959
0.21893469,28.56
0.21893969,27.2317
0.21894469,27.8959
0.21894969,27.2317
